track,album,album_type,artist,release_date,recording_period,recording_location,album_duration,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,producers,vocals,user_rating,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Song for Susan,Daylight Again,studio,"Crosby, Stills & Nash",1982-21-06,,Devonshire Sound,39:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","Country, Pop/Rock","Folk-Rock, Psychedelic/Garage, Adult Contemporary, Honky Tonk","Laid-Back/Mellow, Yearning, Calm/Peaceful, Romantic, Sentimental",In Love,Graham Nash,,,8,186920,21,0.582,0.22,9,-14.894,0,0.0266,0.673,0.00126,0.0821,0.167,98.055,3
Southern Cross,Daylight Again,studio,"Crosby, Stills & Nash",1982-21-06,,Devonshire Sound,39:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Angry, Laid-Back/Mellow, Light, Relaxed, Smooth, Soft/Quiet, Soothing, Warm","At the Office, Comfort, Day Driving, Relaxation","Michael Curtis, Richard Curtis, Stephen Stills",,,8,281000,64,0.668,0.447,2,-11.124,1,0.0312,0.48,2.89E-06,0.153,0.588,81.415,4
Tomorrow Is Another Day,Daylight Again,studio,"Crosby, Stills & Nash",1982-21-06,,,,,,,,,,,,,,,,245400,14,0.646,0.491,7,-11.515,1,0.038,0.146,0.000463,0.0956,0.733,118.082,4
Too Much Love to Hide,Daylight Again,studio,"Crosby, Stills & Nash",1982-21-06,,Devonshire Sound,39:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Early R&B, Rock & Roll, Adult Contemporary, Contemporary Pop/Rock",Lively,,"Stephen Stills, Gerry Tolman",,,8,237013,31,0.688,0.74,2,-10.276,1,0.0287,0.0281,9.39E-05,0.0851,0.934,122.698,4
Do You Know How to Use This Weapon?,Dead Man,soundtrack,Neil Young,1996,,,,,,,,,,,,,,,,265173,17,0.283,0.214,4,-21.669,0,0.0841,0.671,0.78,0.4,0.113,104.415,4
"Guitar Solo, No. 1",Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Bleak, Brittle, Earthy, Eerie, Enigmatic, Gritty, Gutsy, Meandering, Nocturnal, Ominous, Organic, Weary","Imagination, Late Night, Night Driving, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,318493,25,0.373,0.464,11,-21.47,0,0.121,0.963,0.927,0.358,0.312,103.016,4
"Guitar Solo, No. 2",Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Bleak, Brittle, Dramatic, Earthy, Gritty, Gutsy, Meandering, Organic, Weary","Imagination, Late Night, Night Driving, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,122999,21,0.2,0.0999,9,-16.387,1,0.0472,0.864,0.891,0.135,0.0728,168.942,4
"Guitar Solo, No. 3",Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Brittle, Dramatic, Earthy, Enigmatic, Gritty, Gutsy, Meandering, Nocturnal, Organic, Trashy","Imagination, Late Night, Night Driving, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,270759,19,0.182,0.357,11,-14.278,0,0.0485,0.779,0.842,0.272,0.0717,178.999,4
"Guitar Solo, No. 4",Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Bleak, Brooding, Dramatic, Earthy, Eerie, Enigmatic, Gritty, Gutsy, Meandering, Nocturnal, Ominous, Organic, Tense/Anxious, Theatrical","Imagination, Late Night, Night Driving, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,262199,18,0.18,0.526,4,-15.301,1,0.0488,0.878,0.887,0.107,0.125,178.819,4
"Guitar Solo, No. 5",Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Bleak, Brittle, Dramatic, Earthy, Gritty, Gutsy, Meandering, Nocturnal, Organic, Weary","Imagination, Late Night, Night Driving, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,880666,28,0.175,0.435,11,-10.898,0,0.0411,0.963,0.883,0.133,0.0733,80.839,4
"Guitar Solo, No. 6",Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Bleak, Earthy, Enigmatic, Gritty, Meandering, Melancholy, Nocturnal, Ominous, Organic, Theatrical, Weary","Imagination, Late Night, Night Driving, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,201973,16,0.163,0.132,9,-25.322,1,0.0741,0.909,0.875,0.115,0.0645,139.237,3
Nobody's Story,Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Dramatic, Earthy, Enigmatic, Gritty, Meandering, Organic, Theatrical, Weary","Imagination, Late Night, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,395733,16,0.351,0.288,4,-16.962,0,0.0877,0.654,0.0389,0.113,0.274,167.15,5
Organ Solo,Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Earthy, Meandering, Melancholy, Nocturnal, Organic, Weary","Imagination, Late Night, Reflection, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,93133,27,0.154,0.209,7,-17.738,1,0.0296,0.91,0.896,0.114,0.0395,82.885,4
Stupid White Men...,Dead Man,soundtrack,Neil Young,1996,27-Mar-95,"Mason St. Studios, San Francisco, CA",1:02:26,"Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Dramatic, Earthy, Intimate, Meandering, Nocturnal, Organic, Theatrical, Weary","Imagination, Late Night, Solitude",Neil Young,"Neil Young, John Hanlon",Neil Young,7,525666,15,0.436,0.426,1,-18.247,1,0.553,0.00379,0,0.232,0.15,111.393,3
The Round Stones Beneath the Earth…,Dead Man,soundtrack,Neil Young,1996,,,,,,,,,,,,,,,,211799,19,0.305,0.187,1,-21.67,1,0.0589,0.394,0.724,0.114,0.0983,113.102,4
"Time for You to Leave, William Blake...",Dead Man,soundtrack,Neil Young,1996,,,,,,,,,,,,,,,,51466,14,0.403,0.276,2,-23.244,1,0.292,0.949,0.081,0.292,0.293,116.49,5
4 + 20,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,,"Wally Heiders Studio III, Los Angeles, CA",35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Organic, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm","Affection/Fondness, At the Office, Comfort, Family Gatherings, Relaxation",Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell",10,126640,53,0.638,0.058,4,-25.243,1,0.0388,0.928,0.079,0.113,0.126,140.964,4
Almost Cut My Hair,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,7-Dec-93,"Wally Heiders Studio III, Los Angeles, CA",35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Hard Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","Brooding, Earnest, Earthy, Freewheeling, Insular, Organic, Quirky, Searching, Self-Conscious, Urgent, Warm, Passionate","Family Gatherings, Hanging Out, Introspection",David Crosby,Chris Rankin,"David Crosby, Chris Robinson",10,269173,54,0.471,0.471,7,-10.483,1,0.0437,0.185,0.00927,0.164,0.575,136.829,4
Carry On,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,,"Wally Heiders Studio III, Los Angeles, CA",35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Bright, Gritty, Organic, Ramshackle, Stately, Confident, Indulgent, Rousing, Yearning, Amiable/Good-Natured, Energetic, Searching, Urgent, Earnest, Freewheeling, Literate, Lively, Reflective, Sprawling, Whimsical","Hanging Out, Relaxation, Reminiscing",Stephen Stills,,,10,265933,55,0.463,0.496,1,-12.203,1,0.041,0.059,1.24E-06,0.271,0.533,118.505,4
Country Girl,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,,"Wally Heiders Studio III, Los Angeles, CA",35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",,,,,Neil Young,,,10,312133,38,0.316,0.398,7,-12.558,0,0.031,0.589,2.93E-05,0.0929,0.367,120.903,3
Deja Vu ,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,252373,45,0.454,0.267,11,-15.915,0,0.036,0.81,0.221,0.296,0.203,137.052,4
Everybody I Love You,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,,"Wally Heiders Studio III, Los Angeles, CA",35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Hard Rock","Amiable/Good-Natured, Earthy, Freewheeling, Gritty, Organic, Raucous, Rollicking, Rousing","Hanging Out, Late Night","Stephen Stills, Neil Young",,,10,142000,37,0.371,0.695,9,-8.559,1,0.0325,0.00288,0.00011,0.155,0.707,142.062,4
Helpless,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,,"Wally Heiders Studio III, Los Angeles, CA",35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock, Country-Rock","Bittersweet, Delicate, Gentle, Intimate, Laid-Back/Mellow, Melancholy, Organic, Plaintive, Poignant, Relaxed, Searching, Soft/Quiet, Soothing, Warm, Weary, Yearning, Autumnal, Earnest, Reflective, Wistful","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Rainy Day, Reflection, Regret, Stay in Bed",Neil Young,,,10,217133,50,0.54,0.26,2,-13.61,1,0.0309,0.86,0.00553,0.134,0.374,114.732,4
Our House,Deja Vu ,studio,"Crosby, Stills, Nash & Young",11/3/1970,,"Wally Heiders Studio III, Los Angeles, CA",35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Baroque Pop, Contemporary Pop/Rock, Soft Rock",,,Graham Nash,,,10,179760,69,0.592,0.205,9,-14.601,1,0.048,0.896,5.46E-05,0.119,0.378,140.282,4
30 Dollar Fine,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,165470,10,0.616,0.654,0,-11.908,1,0.0349,0.0558,0.0297,0.14,0.955,145.162,4
Everyday We Live,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,198160,13,0.387,0.482,0,-12.887,1,0.036,0.214,0.00169,0.263,0.651,166.564,4
Hold On Tight / Change Partners,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,304293,10,0.663,0.488,7,-13.958,1,0.0329,0.429,0.00261,0.0883,0.704,79.77,4
Horses Through a Rainstorm,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,212933,12,0.605,0.602,2,-11.736,1,0.0285,0.0127,1.99E-06,0.0666,0.944,122.153,4
How Have You Been,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills & Nash",11/3/1970,,,,,,,,,,,,,,,,224066,22,0.557,0.14,4,-16.502,1,0.0321,0.888,0,0.284,0.204,119.868,3
I'll Be There,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,221533,11,0.433,0.415,0,-13.782,1,0.0313,0.0212,4.02E-06,0.142,0.727,188.221,3
Ivory Tower,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,231866,13,0.602,0.48,7,-13.644,1,0.0292,0.0558,0,0.109,0.67,80.449,4
Question Why,Deja Vu (50th Anniversary Deluxe Edition),box set,Graham Nash,11/3/1970,,,,,,,,,,,,,,,,122640,14,0.419,0.168,2,-16.755,0,0.057,0.632,0,0.141,0.495,167.988,3
Right on Rock 'N' Roll,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,167042,9,0.451,0.676,2,-9.917,1,0.0411,0.000305,5.41E-05,0.326,0.852,131.2,4
Same Old Song,Deja Vu (50th Anniversary Deluxe Edition),box set,"Crosby, Stills, Nash & Young",11/3/1970,,,,,,,,,,,,,,,,261720,11,0.663,0.489,2,-12.074,1,0.0279,0.00459,6.15E-06,0.119,0.959,113.792,4
She Can't Handle It,Deja Vu (50th Anniversary Deluxe Edition),box set,Stephen Stills,11/3/1970,,,,,,,,,,,,,,,,404040,14,0.487,0.128,11,-16.025,0,0.0345,0.918,7.56E-05,0.12,0.155,116.226,4
So Begins the Task / Hold On Tight,Deja Vu (50th Anniversary Deluxe Edition),box set,Stephen Stills,11/3/1970,,,,,,,,,,,,,,,,466706,20,0.377,0.174,7,-19.429,1,0.036,0.878,0.101,0.115,0.507,166.745,4
Looking for a Leader,Deja Vu Live,live,"Crosby, Stills, Nash & Young",2008-22-07,,"Audio Resource, Honolulu, HI",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful",,Pop/Rock,"Singer/Songwriter, Adult Contemporary, Album Rock, Contemporary Pop/Rock","Gritty, Organic, Searching, Angst-Ridden, Literate, Spicy, Swaggering, Theatrical, Urgent, Yearning, Earnest, Gutsy, Passionate, Tense/Anxious, Anguished/Distraught, Reflective, Street-Smart, Uncompromising, Ambitious, Dramatic","Empowerment, Freedom, Politics/Society",Neil Young,,,8,235573,19,0.417,0.696,8,-8.789,0,0.032,0.334,8.25E-06,0.957,0.454,150.377,4
Everybody Knows,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Straygator Sound, CA",40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,"Leonard Cohen, Sharon Robinson","Alan Silverman, Collins, Etzioni, Stills","Stephen Stills, Judy Collins",8,326684,17,0.715,0.497,9,-7.828,0,0.0335,0.518,1.35E-06,0.332,0.387,123.977,4
Girl from the North Country,Everybody Knows,studio,Stephen Stills,2017-22-09,,,,,,,,,,,,,,,,206184,9,0.413,0.208,7,-13.704,1,0.0302,0.747,1.79E-06,0.118,0.282,147.049,4
Handle with Care,Everybody Knows,studio,Stephen Stills,2017-22-09,,,,,,,,,,,,,,,,223021,9,0.547,0.547,7,-6.971,1,0.0306,0.0265,0,0.107,0.771,120.979,4
Houses,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Straygator Sound, CA",40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Judy Collins,"Alan Silverman, Collins, Etzioni, Stills","Stephen Stills, Judy Collins",8,276773,4,0.57,0.343,8,-11.4,1,0.0276,0.809,0,0.2,0.17,108.033,4
Judy,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Straygator Sound, CA",40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Stephen Stills,"Alan Silverman, Collins, Etzioni, Stills","Stephen Stills, Judy Collins",8,242986,6,0.5,0.608,7,-8.949,1,0.0282,0.242,2.11E-05,0.166,0.526,178.478,4
Questions,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Straygator Sound, CA",40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Stephen Stills,"Alan Silverman, Collins, Etzioni, Stills","Stephen Stills, Judy Collins",8,224770,9,0.592,0.558,7,-8.158,1,0.0273,0.0426,0.00019,0.222,0.665,117.041,4
Reason to Believe,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Straygator Sound, CA",40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",,,,,Tim Hardin,"Alan Silverman, Collins, Etzioni, Stills","Stephen Stills, Judy Collins",8,177107,15,0.666,0.381,4,-11.847,1,0.0306,0.659,0,0.111,0.673,76.539,3
